,Seats,Engine_(CC),Power_(bhp),Mileage_(kmpl),Brand,Year,Kilometers_Driven,Fuel_Type,Tranmission,Owner_Type,Price_(Lacs)
301,5,1198.0,73.9,16.47,Volkswagen,2015,31978.0,Petrol,Manual,First,25.05
302,5,998.0,67.1,20.92,Maruti,2011,70000.0,Petrol,Manual,First,13.52
303,5,1497.0,117.3,18.0,Honda,2017,15000.0,Petrol,Automatic,First,81.72
304,5,1405.0,70.0,17.0,Tata,2013,59138.0,Diesel,Manual,First,16.62
305,5,1968.0,174.33,17.68,Audi,2014,61726.0,Diesel,Automatic,First,133.76
306,5,2143.0,136.0,17.9,Mercedes-Benz,2015,48000.0,Diesel,Automatic,First,130.47
307,5,1086.0,62.0,6.274999999999997,Hyundai,2006,58000.0,Petrol,Manual,Second,9.66
308,5,1248.0,75.0,17.8,Maruti,2011,60020.0,Diesel,Manual,First,16.1
309,5,998.0,67.04,23.1,Maruti,2014,77815.0,Petrol,Automatic,First,27.37
310,5,2143.0,201.15,17.9,Mercedes-Benz,2017,29000.0,Diesel,Automatic,First,367.08
311,5,2179.0,187.7,12.7,Land,2017,44000.0,Diesel,Automatic,First,283.36
312,5,1598.0,103.6,20.54,Volkswagen,2011,108626.0,Diesel,Manual,First,23.51
313,5,796.0,35.0,14.0,Maruti,2012,71791.0,Petrol,Manual,First,13.2
314,5,1198.0,86.8,18.5,Honda,2012,91931.0,Petrol,Manual,First,20.16
315,7,2956.0,83.1,14.07,Tata,2000,131500.0,Diesel,Manual,Second,9.66
316,5,1248.0,75.0,18.0,Tata,2012,91183.0,Diesel,Manual,First,18.35
317,5,998.0,67.1,18.9,Maruti,2012,65000.0,Petrol,Manual,First,17.07
318,7,2179.0,140.0,16.0,Mahindra,2015,88428.0,Diesel,Manual,First,68.26
319,5,1396.0,70.0,17.1,Tata,2008,131500.0,Diesel,Manual,Second,8.05
320,7,1373.0,93.7,16.02,Maruti,2018,18000.0,Petrol,Manual,First,53.13
321,5,2354.0,177.6,11.7,Honda,2011,60000.0,Petrol,Automatic,First,28.66
322,5,1248.0,73.9,19.3,Maruti,2012,48000.0,Diesel,Manual,First,23.83
323,5,1399.0,68.0,17.8,Ford,2009,131500.0,Diesel,Manual,First,18.03
324,5,1497.0,78.0,17.7,Honda,2008,40000.0,Petrol,Manual,First,11.59
325,5,1968.0,174.33,17.68,Audi,2014,51495.0,Diesel,Automatic,First,141.36
326,4,2993.0,233.575,9.52,BMW,2011,30000.0,Diesel,Automatic,First,315.56
327,7,2967.0,233.575,14.75,Audi,2017,97430.0,Diesel,Automatic,First,403.59
328,5,998.0,67.1,26.3,Maruti,2008,42496.0,CNG,Manual,First,9.02
329,5,1396.0,90.0,23.0,Hyundai,2012,83000.0,Diesel,Manual,First,35.42
330,5,1197.0,78.9,16.95,Hyundai,2009,37000.0,Petrol,Automatic,Third,19.0
331,5,1199.0,88.7,19.0,Honda,2016,28503.0,Petrol,Automatic,First,44.18
332,5,1248.0,74.0,25.2,Maruti,2015,76496.0,Diesel,Manual,First,39.61
333,5,1197.0,82.85,18.5,Hyundai,2011,79152.0,Petrol,Manual,Second,21.25
334,5,1198.0,73.9,16.47,Volkswagen,2011,32000.0,Petrol,Manual,First,16.42
335,5,796.0,46.3,19.7,Maruti,2009,35000.0,Petrol,Manual,First,9.66
336,5,1794.0,125.0,11.3,Toyota,2004,105000.0,Petrol,Automatic,Second,16.1
337,5,796.0,46.3,19.7,Maruti,2006,56000.0,Petrol,Manual,Second,9.02
338,5,1248.0,88.8,21.12,Tata,2012,73000.0,Diesel,Manual,First,21.9
339,5,796.0,46.3,19.7,Maruti,2012,38000.0,Petrol,Manual,First,14.49
340,5,1968.0,141.0,19.3,Skoda,2013,131500.0,Diesel,Automatic,First,48.3
341,5,1794.0,125.0,11.3,Toyota,2008,80000.0,Petrol,Automatic,First,18.03
342,5,1197.0,81.83,18.6,Hyundai,2016,24973.0,Petrol,Manual,First,49.33
343,5,1248.0,88.5,24.3,Maruti,2016,45000.0,Diesel,Manual,First,46.05
344,5,1497.0,118.0,17.0,Honda,2010,87430.0,Petrol,Manual,First,22.54
345,5,1248.0,75.0,18.0,Tata,2014,131500.0,Diesel,Manual,Second,22.54
346,5,1498.0,98.6,25.8,Honda,2013,57000.0,Diesel,Manual,First,22.22
347,5,814.0,55.2,21.1,Hyundai,2016,27904.0,Petrol,Manual,First,22.86
348,5,1995.0,190.0,21.76,BMW,2015,30717.0,Diesel,Automatic,Second,167.38
349,5,1582.0,126.32,22.32,Hyundai,2012,80000.0,Diesel,Manual,First,33.81
350,5,1248.0,88.8,21.02,Tata,2013,47304.0,Diesel,Manual,First,18.68
351,5,1984.0,227.0,14.45,Skoda,2005,100000.0,Petrol,Automatic,First,13.2
352,5,998.0,67.1,24.07,Maruti,2017,30000.0,Petrol,Manual,First,24.15
353,5,1498.0,89.84,22.7,Ford,2014,68000.0,Diesel,Manual,First,43.47
354,5,995.0,62.0,18.0,Chevrolet,2011,21000.0,Petrol,Manual,Second,6.12
355,5,1999.0,177.0,19.33,Jaguar,2017,21000.0,Diesel,Automatic,First,334.88
356,5,1997.0,141.1,13.1,Honda,2007,119000.0,Petrol,Manual,Third,25.18
357,5,1798.0,177.46,14.67,Skoda,2019,13747.0,Petrol,Automatic,First,175.81
358,5,1197.0,78.9,20.36,Hyundai,2009,131500.0,Petrol,Manual,First,17.39
359,5,1248.0,74.0,22.9,Maruti,2013,70000.0,Diesel,Manual,First,22.54
360,5,1197.0,83.14,18.5,Maruti,2016,18000.0,Petrol,Automatic,First,39.93
361,5,1461.0,63.1,23.08,Nissan,2011,83000.0,Diesel,Manual,First,17.71
362,5,1248.0,74.0,23.4,Maruti,2015,130000.0,Diesel,Manual,First,20.93
363,5,1399.0,67.0,17.8,Ford,2012,63400.0,Diesel,Manual,First,20.93
364,5,993.0,60.0,17.3,Maruti,2003,65000.0,Petrol,Manual,First,4.19
365,5,1998.0,192.0,13.8,Mini,2017,8350.0,Petrol,Manual,First,225.4
366,5,1364.0,67.05,23.59,Toyota,2014,45000.0,Diesel,Manual,First,20.93
367,5,796.0,47.3,24.7,Maruti,2018,26200.0,Petrol,Manual,First,18.68
368,5,796.0,47.0,18.9,Maruti,2011,11000.0,Petrol,Manual,Third,18.68
369,5,2993.0,233.575,11.0,BMW,2009,90000.0,Diesel,Automatic,Second,114.31
370,5,2496.0,179.5,11.07,Nissan,2015,74000.0,Petrol,Automatic,Second,53.13
371,5,1197.0,82.0,18.9,Hyundai,2015,37081.0,Petrol,Automatic,First,37.16
372,5,1248.0,88.5,24.3,Maruti,2017,39000.0,Diesel,Manual,First,61.12
373,7,2967.0,233.575,12.07,Audi,2008,99000.0,Diesel,Automatic,Third,83.4
374,5,2143.0,136.0,17.9,Mercedes-Benz,2015,38000.0,Diesel,Automatic,First,128.8
375,4,796.0,37.0,16.1,Maruti,2007,72000.0,Petrol,Manual,Third,6.44
376,5,1461.0,83.8,20.45,Renault,2015,93000.0,Diesel,Manual,Second,45.72
377,5,1364.0,87.2,21.43,Toyota,2017,5900.0,Diesel,Manual,First,106.26
378,5,2148.0,170.0,15.8,Mercedes-Benz,2014,25000.0,Diesel,Manual,First,167.44
379,5,1248.0,73.9,21.1,Maruti,2010,68000.0,Diesel,Manual,Second,20.61
380,7,1497.0,117.3,16.0,Honda,2017,35676.0,Petrol,Automatic,First,61.05
381,5,1120.0,71.0,24.4,Hyundai,2015,74310.0,Diesel,Manual,First,25.76
382,5,2143.0,203.0,14.21,Mercedes-Benz,2014,59364.0,Diesel,Automatic,First,170.66
383,5,1595.0,120.7,14.8,Mercedes-Benz,2014,41380.0,Petrol,Automatic,Second,75.8
384,5,2143.0,204.0,15.0,Mercedes-Benz,2017,33900.0,Diesel,Automatic,First,238.28
385,5,1497.0,117.3,17.8,Honda,2016,28000.0,Petrol,Manual,First,56.35
386,5,1086.0,62.1,17.0,Hyundai,2007,50958.0,Petrol,Manual,First,12.56
387,5,1497.0,118.0,17.0,Honda,2011,93982.0,Petrol,Manual,First,24.15
388,5,1599.0,103.2,16.2,Hyundai,2010,95000.0,Petrol,Manual,First,16.1
389,5,1999.0,233.575,13.5,Jaguar,2017,9000.0,Petrol,Automatic,First,222.18
390,5,1198.0,86.7,18.0,Honda,2015,52516.0,Petrol,Manual,First,29.95
391,4,1598.0,122.0,18.86,Mini,2015,20000.0,Petrol,Automatic,First,206.08
392,5,2987.0,233.575,13.5,Mercedes-Benz,2017,56451.0,Diesel,Automatic,First,404.5
393,5,814.0,55.2,21.1,Hyundai,2014,37000.0,Petrol,Manual,First,20.93
394,5,998.0,67.04,20.51,Maruti,2014,17400.0,Petrol,Manual,First,19.96
395,5,1248.0,73.9,21.1,Maruti,2011,90207.0,Diesel,Manual,First,25.18
396,5,1995.0,181.0,16.07,BMW,2011,89616.0,Diesel,Automatic,First,70.84
397,5,2179.0,138.03,13.49,Tata,2014,85000.0,Diesel,Manual,First,22.54
398,5,1968.0,143.0,20.38,Audi,2014,79271.0,Diesel,Automatic,First,106.26
399,5,2179.0,187.7,12.7,Land,2012,56000.0,Diesel,Automatic,First,193.2
400,7,2987.0,224.0,12.0,Mercedes-Benz,2010,85001.0,Diesel,Automatic,Second,180.32
401,7,2477.0,175.56,13.5,Mitsubishi,2018,12000.0,Diesel,Automatic,First,180.32
402,5,796.0,46.3,19.7,Maruti,2010,125000.0,Petrol,Manual,First,5.92
403,5,1061.0,64.0,14.0,Maruti,2013,53000.0,Petrol,Manual,First,17.71
404,5,2179.0,187.7,12.7,Land,2017,34990.0,Diesel,Automatic,First,346.67
405,5,1591.0,121.3,17.01,Hyundai,2011,49768.0,Petrol,Manual,Second,31.88
406,5,2993.0,218.0,16.73,BMW,2013,56000.0,Diesel,Automatic,First,215.74
407,5,2993.0,233.575,14.74,Jaguar,2013,75000.0,Diesel,Automatic,First,180.0
408,5,1798.0,157.75,13.7,Skoda,2010,57000.0,Petrol,Automatic,First,46.69
409,5,1968.0,174.33,15.73,Audi,2017,37542.0,Diesel,Automatic,First,165.57
410,5,2179.0,187.7,12.7,Land,2014,95649.0,Diesel,Automatic,First,191.07
411,5,2143.0,170.0,14.84,Mercedes-Benz,2013,35299.0,Diesel,Automatic,First,122.36
412,7,2179.0,120.0,15.4,Mahindra,2017,28464.0,Diesel,Manual,First,84.04
413,5,1995.0,190.0,21.76,BMW,2015,41000.0,Diesel,Automatic,First,164.22
414,7,1497.0,117.3,15.4,Honda,2017,9000.0,Petrol,Manual,First,54.74
415,5,2400.0,215.0,16.0,Volvo,2010,92098.0,Diesel,Automatic,Second,46.69
416,5,1495.0,94.0,13.2,Hyundai,2005,5834.0,Petrol,Manual,First,5.15
417,5,1197.0,81.86,17.19,Hyundai,2017,40250.0,Petrol,Manual,First,44.44
418,5,2996.0,233.575,11.5,Mercedes-Benz,2018,22397.0,Petrol,Automatic,First,457.18
419,5,814.0,55.2,21.1,Hyundai,2015,20800.0,Petrol,Manual,Second,14.49
420,5,1197.0,81.86,18.9,Hyundai,2018,40322.0,Petrol,Manual,First,35.42
421,5,1493.0,100.0,13.0,Honda,2013,52576.0,Petrol,Manual,First,28.01
422,5,1198.0,73.9,16.47,Volkswagen,2010,55000.0,Petrol,Manual,First,14.49
423,5,1798.0,187.74,15.26,Audi,2016,47000.0,Petrol,Automatic,First,157.78
424,5,1968.0,167.6,6.274999999999997,Volkswagen,2010,42021.0,Diesel,Manual,First,35.1
425,5,1591.0,121.3,15.29,Hyundai,2017,23163.0,Petrol,Manual,First,77.47
426,5,1796.0,186.0,11.74,Mercedes-Benz,2011,50000.0,Petrol,Automatic,Second,54.74
427,4,1998.0,189.08,16.82,Mini,2014,11900.0,Petrol,Automatic,First,183.54
428,5,1086.0,62.1,17.0,Hyundai,2006,108000.0,Petrol,Manual,Second,7.73
429,5,1364.0,67.04,23.59,Toyota,2013,37000.0,Diesel,Manual,First,37.03
430,5,1198.0,86.8,19.4,Honda,2014,30000.0,Petrol,Manual,Second,20.61
431,5,1197.0,83.1,21.4,Maruti,2018,12831.0,Petrol,Automatic,First,63.69
432,5,1968.0,138.1,20.0,Skoda,2012,131500.0,Diesel,Automatic,First,42.38
433,5,814.0,55.2,21.1,Hyundai,2018,13102.0,Petrol,Manual,First,26.15
434,5,1461.0,108.45,20.37,Renault,2019,24950.0,Diesel,Manual,First,86.1
435,5,2993.0,233.575,16.2,BMW,2011,57832.0,Diesel,Automatic,First,166.28
436,5,796.0,47.3,22.74,Maruti,2016,34267.0,Petrol,Manual,First,24.09
437,5,1984.0,150.0,16.8,Volvo,2015,33000.0,Diesel,Automatic,Second,141.68
438,5,998.0,67.1,18.9,Maruti,2007,55100.0,Petrol,Manual,First,9.34
439,5,1497.0,78.0,17.7,Honda,2008,40000.0,Petrol,Manual,First,12.88
440,5,1196.0,73.0,15.1,Maruti,2017,31841.0,CNG,Manual,First,30.27
441,8,1399.0,98.79,13.7,Chevrolet,2014,15000.0,Petrol,Manual,First,24.15
442,7,2523.0,62.1,15.96,Mahindra,2016,82756.0,Diesel,Manual,First,49.59
443,5,1086.0,62.0,6.274999999999997,Hyundai,2012,50243.0,Petrol,Manual,First,21.57
444,5,814.0,55.2,21.1,Hyundai,2014,20600.0,Petrol,Manual,First,16.74
445,5,1591.0,121.3,13.0,Hyundai,2017,29952.0,Petrol,Automatic,First,88.68
446,5,1598.0,103.5,16.09,Volkswagen,2017,15000.0,Petrol,Manual,Second,45.72
447,5,1799.0,130.0,12.9,Honda,2008,61938.0,Petrol,Automatic,Second,17.07
448,5,1248.0,74.0,22.3,Tata,2014,67000.0,Diesel,Manual,First,16.1
449,7,2179.0,140.0,16.0,Mahindra,2013,61672.0,Diesel,Manual,First,48.49
450,5,1197.0,81.83,18.6,Hyundai,2017,26185.0,Petrol,Manual,First,51.39
451,5,1968.0,174.3,14.16,Audi,2014,38000.0,Diesel,Automatic,Second,251.16
452,5,1197.0,85.8,18.5,Maruti,2011,67000.0,Petrol,Manual,Second,14.49
453,5,1999.0,114.0,13.17,Mitsubishi,2010,66000.0,Petrol,Manual,Second,24.79
454,7,2494.0,102.0,12.8,Toyota,2015,80883.0,Diesel,Manual,First,86.94
455,5,793.0,47.0,27.62,Maruti,2016,80219.0,Diesel,Manual,First,22.54
456,5,1248.0,88.5,25.1,Maruti,2018,12923.0,Diesel,Manual,First,57.44
457,5,1968.0,181.0,15.17,Audi,2016,86642.0,Diesel,Automatic,First,131.18
458,5,1995.0,190.0,21.76,BMW,2016,19235.0,Diesel,Automatic,First,235.06
459,7,3163.75,233.575,11.33,Audi,2016,51002.0,Diesel,Automatic,First,314.98
460,5,1197.0,81.83,18.6,Hyundai,2016,6800.0,Petrol,Manual,First,46.37
461,5,1461.0,108.45,19.01,Renault,2012,82749.0,Diesel,Manual,First,38.58
462,5,1120.0,71.0,24.4,Hyundai,2016,51000.0,Diesel,Manual,First,33.81
463,5,1498.0,89.84,22.7,Ford,2014,31465.0,Diesel,Manual,First,41.86
464,5,1198.0,73.9,16.47,Volkswagen,2013,76476.0,Petrol,Manual,First,28.34
465,5,1120.0,70.0,24.0,Hyundai,2017,14000.0,Diesel,Manual,First,29.62
466,5,1248.0,88.8,21.12,Tata,2013,47000.0,Diesel,Manual,First,19.0
467,5,1497.0,118.0,17.0,Honda,2011,48466.0,Petrol,Manual,First,20.99
468,5,1086.0,62.1,17.92,Hyundai,2008,46000.0,Petrol,Manual,Second,14.3
469,7,2494.0,100.0,12.99,Toyota,2012,131500.0,Diesel,Manual,First,67.62
470,5,1248.0,88.5,28.09,Maruti,2017,25142.0,Diesel,Manual,First,53.19
471,7,2982.0,169.0,12.55,Toyota,2013,69000.0,Diesel,Manual,First,93.06
472,5,1596.0,101.0,15.3,Ford,2009,80524.0,Petrol,Manual,Second,16.1
473,5,1950.0,191.34,12.6,Mercedes-Benz,2018,26405.0,Petrol,Automatic,First,331.21
474,5,2148.0,170.0,15.8,Mercedes-Benz,2014,45000.0,Diesel,Manual,First,148.12
475,5,1968.0,108.49,17.72,Skoda,2012,64284.0,Diesel,Manual,First,35.42
476,5,1197.0,82.0,18.9,Hyundai,2015,27000.0,Petrol,Manual,First,28.98
477,5,1196.0,86.8,18.16,Ford,2018,3678.0,Petrol,Manual,First,43.79
478,5,1395.0,138.02,16.8,Skoda,2013,21000.0,Petrol,Manual,First,56.35
479,5,1461.0,83.8,19.87,Renault,2015,67000.0,Diesel,Manual,Second,45.08
480,5,1999.0,177.0,15.68,Land,2015,24000.0,Diesel,Automatic,Second,215.74
481,5,1399.0,68.0,20.0,Ford,2011,75000.0,Diesel,Manual,Second,14.49
482,7,2953.0,156.0,12.8,Ford,2008,131500.0,Diesel,Automatic,Second,27.31
483,7,2982.0,168.5,12.55,Toyota,2017,47198.0,Diesel,Manual,First,183.02
484,5,1199.0,73.9,22.07,Volkswagen,2012,52000.0,Diesel,Manual,First,17.71
485,5,1248.0,73.94,23.2,Maruti,2011,91000.0,Diesel,Manual,First,19.32
486,5,1461.0,63.1,23.08,Nissan,2013,60000.0,Diesel,Manual,First,22.86
487,5,1582.0,126.32,22.32,Hyundai,2013,37873.0,Diesel,Manual,First,30.91
488,5,2497.0,150.0,10.8,BMW,2011,31000.0,Petrol,Automatic,First,86.94
489,7,2987.0,233.575,11.0,Mercedes-Benz,2017,129000.0,Diesel,Automatic,First,360.64
490,5,2354.0,187.4,12.0,Honda,2004,78000.0,Petrol,Automatic,First,25.7
491,5,1582.0,126.2,17.01,Hyundai,2016,32000.0,Diesel,Automatic,First,99.82
492,5,1086.0,68.05,19.81,Hyundai,2010,59000.0,Petrol,Manual,Second,14.94
493,5,2143.0,136.0,20.0,Mercedes-Benz,2016,35437.0,Diesel,Automatic,First,119.66
494,7,1373.0,93.7,16.02,Maruti,2014,98000.0,Petrol,Manual,First,35.42
495,5,1896.0,66.0,18.7,Skoda,2006,72000.0,Diesel,Manual,Second,20.61
496,5,1198.0,86.7,18.0,Honda,2015,79000.0,Petrol,Manual,First,25.76
497,5,993.0,60.0,17.3,Maruti,2004,29000.0,Petrol,Manual,First,10.3
498,5,1586.0,103.3,15.5,Maruti,2013,66012.0,Petrol,Manual,First,26.73
499,5,1198.0,86.8,16.5,Honda,2014,35000.0,Petrol,Automatic,First,27.37
500,5,998.0,67.1,18.9,Maruti,2011,75000.0,Petrol,Manual,First,16.74
501,5,2362.0,164.7,12.1,Toyota,2008,80000.0,Petrol,Automatic,Second,22.09
502,5,1199.0,79.4,18.6,Chevrolet,2012,32717.0,Petrol,Manual,First,16.42
503,7,2982.0,168.5,12.55,Toyota,2017,25000.0,Diesel,Automatic,First,206.08
504,5,1498.0,89.84,22.7,Ford,2014,79000.0,Diesel,Manual,First,40.25
505,5,1248.0,75.0,17.8,Maruti,2010,86000.0,Diesel,Manual,Second,23.18
506,5,2987.0,233.575,13.5,Mercedes-Benz,2010,131500.0,Diesel,Automatic,First,119.14
507,7,1497.0,117.3,17.3,Honda,2015,25000.0,Petrol,Manual,Second,27.37
508,5,1197.0,82.0,18.9,Hyundai,2017,8500.0,Petrol,Manual,Second,30.91
509,7,2179.0,140.0,16.0,Mahindra,2015,34000.0,Diesel,Automatic,First,83.72
510,5,1598.0,105.0,14.83,Skoda,2012,41629.0,Petrol,Manual,Second,14.49
511,5,1086.0,62.1,17.92,Hyundai,2009,80227.0,Petrol,Manual,First,14.81
512,5,1591.0,121.3,15.29,Hyundai,2019,8587.0,Petrol,Manual,First,87.33
513,7,1997.0,120.0,15.4,Mahindra,2017,30000.0,Diesel,Manual,First,78.89
514,5,1598.0,103.5,20.5,Skoda,2013,64186.0,Diesel,Manual,First,24.21
515,5,1461.0,108.45,19.01,Renault,2015,76427.0,Diesel,Manual,First,55.26
516,5,2993.0,233.575,11.7,BMW,2011,75000.0,Diesel,Automatic,First,177.1
517,5,1496.0,88.73,17.6,Toyota,2013,27075.0,Petrol,Manual,First,31.88
518,5,998.0,67.04,22.5,Maruti,2012,30000.0,Petrol,Manual,First,21.25
519,5,1591.0,121.3,15.8,Hyundai,2016,69434.0,Petrol,Manual,First,51.52
520,5,998.0,67.04,23.1,Maruti,2014,56000.0,Petrol,Manual,First,17.97
521,5,2179.0,187.7,12.7,Land,2017,49275.0,Diesel,Automatic,First,293.92
522,5,1199.0,76.8,18.6,Chevrolet,2014,8700.0,Petrol,Manual,First,16.42
523,4,624.0,37.5,25.4,Tata,2014,18000.0,Petrol,Manual,Second,6.44
524,5,1968.0,174.33,17.68,Audi,2017,41041.0,Diesel,Automatic,First,241.89
525,5,2987.0,198.5,11.0,Mercedes-Benz,2009,80464.0,Diesel,Automatic,Second,59.83
526,5,1197.0,81.8,22.0,Maruti,2019,20667.0,Petrol,Manual,First,41.02
527,5,1368.0,112.0,14.6,Fiat,2013,60283.0,Petrol,Manual,First,19.19
528,5,1197.0,81.8,20.4,Maruti,2017,31696.0,Petrol,Manual,First,37.03
529,7,2982.0,171.0,11.5,Toyota,2010,100000.0,Diesel,Manual,First,83.72
530,7,1373.0,93.7,16.02,Maruti,2014,13361.0,Petrol,Manual,First,43.79
531,5,1995.0,154.0,12.05,BMW,2010,48394.0,Petrol,Automatic,First,67.56
532,7,1373.0,93.7,16.02,Maruti,2014,47399.0,Petrol,Manual,First,36.06
533,5,1497.0,118.0,16.8,Honda,2010,69000.0,Petrol,Automatic,Second,18.35
534,7,2199.0,194.3,14.66,Hyundai,2013,65278.0,Diesel,Manual,First,53.84
535,5,1405.0,70.0,17.0,Tata,2005,108000.0,Diesel,Manual,First,6.44
536,5,2497.0,204.0,10.93,Mercedes-Benz,2010,50645.0,Petrol,Automatic,Second,69.23
537,5,1248.0,73.9,19.3,Maruti,2011,130002.0,Diesel,Manual,First,24.79
538,5,1399.0,67.0,17.8,Ford,2012,107000.0,Diesel,Manual,First,19.32
539,5,1497.0,117.3,18.0,Honda,2015,41950.0,Petrol,Automatic,First,61.82
540,7,2982.0,168.5,13.0,Toyota,2012,109000.0,Diesel,Manual,First,85.33
541,5,1198.0,86.7,18.0,Honda,2016,9000.0,Petrol,Manual,First,37.03
542,5,1396.0,88.73,22.54,Hyundai,2014,43900.0,Diesel,Manual,First,43.47
543,7,1248.0,73.8,18.2,Chevrolet,2013,64000.0,Diesel,Manual,Second,31.23
544,5,1950.0,181.43,6.274999999999997,Mercedes-Benz,2019,13190.0,Petrol,Automatic,First,251.1
545,5,1586.0,103.2,12.6,Maruti,2009,77652.0,Petrol,Automatic,First,18.35
546,7,2494.0,100.0,12.99,Toyota,2012,55000.0,Diesel,Manual,First,61.24
547,5,1995.0,177.0,18.48,BMW,2012,59900.0,Diesel,Automatic,Second,119.14
548,5,1461.0,108.45,19.01,Renault,2015,73539.0,Diesel,Manual,First,43.47
549,5,1995.0,190.0,20.68,BMW,2017,31645.0,Diesel,Automatic,First,189.34
550,5,1497.0,78.0,17.7,Honda,2009,69690.0,Petrol,Manual,First,21.19
551,5,1248.0,88.5,28.09,Maruti,2016,41000.0,Diesel,Manual,First,61.18
552,5,1298.0,85.8,17.5,Maruti,2010,109200.0,Petrol,Manual,Second,14.17
553,7,2179.0,140.0,15.1,Mahindra,2012,80000.0,Diesel,Manual,First,41.86
554,5,1799.0,130.0,13.5,Honda,2007,51000.0,Petrol,Manual,First,31.56
555,7,1248.0,88.5,25.47,Maruti,2013,105000.0,Diesel,Manual,Second,43.47
556,5,1364.0,67.04,23.59,Toyota,2013,131500.0,Diesel,Manual,First,24.47
557,2,1984.0,207.8,9.9,Audi,2013,12100.0,Petrol,Automatic,First,189.98
558,5,1498.0,108.4,21.13,Skoda,2017,31000.0,Diesel,Manual,First,67.62
559,5,1498.0,88.8,20.14,Volkswagen,2015,50000.0,Diesel,Manual,First,39.93
560,5,1896.0,105.0,17.0,Skoda,2009,48000.0,Diesel,Automatic,First,32.2
561,5,1461.0,65.0,19.2,Mahindra,2007,35000.0,Diesel,Manual,First,14.81
562,7,2755.0,171.5,11.36,Toyota,2016,100200.0,Diesel,Automatic,First,109.48
563,5,1995.0,184.0,18.88,BMW,2014,47000.0,Diesel,Automatic,First,164.22
564,5,1498.0,98.6,27.3,Honda,2015,63642.0,Diesel,Manual,First,36.39
565,5,1498.0,98.6,25.8,Honda,2015,62550.0,Diesel,Manual,First,36.06
566,5,2179.0,187.7,16.36,Jaguar,2015,37340.0,Diesel,Automatic,First,193.07
567,5,1248.0,74.0,26.59,Maruti,2016,38461.0,Diesel,Manual,First,47.59
568,5,1956.0,170.0,17.1,Jeep,2018,29000.0,Diesel,Manual,First,122.36
569,5,1794.0,132.0,12.5,Toyota,2010,31000.0,Petrol,Manual,First,32.2
570,5,1497.0,118.0,17.0,Honda,2011,42086.0,Petrol,Manual,First,21.57
571,5,1197.0,85.8,18.6,Maruti,2013,49000.0,Petrol,Manual,First,28.66
572,5,1582.0,126.32,22.32,Hyundai,2019,77240.0,Diesel,Automatic,First,53.52
573,7,2523.0,62.1,15.96,Mahindra,2012,105000.0,Diesel,Manual,Second,38.64
574,5,1248.0,74.0,22.9,Maruti,2014,35000.0,Diesel,Manual,First,33.81
575,5,1086.0,62.1,17.0,Hyundai,2006,83072.0,Petrol,Manual,First,9.02
576,5,1968.0,174.33,17.68,Audi,2012,131500.0,Diesel,Automatic,First,79.21
577,5,1299.0,70.0,13.8,Ford,2004,129000.0,Petrol,Manual,Third,9.66
578,5,1498.0,88.0,20.14,Volkswagen,2018,33558.0,Diesel,Manual,First,52.29
579,7,2523.0,63.0,13.6,Mahindra,2012,60271.0,Diesel,Manual,First,39.41
580,5,1498.0,98.6,25.1,Honda,2017,45366.0,Diesel,Manual,First,70.07
581,5,1199.0,82.5,18.2,Chevrolet,2014,9500.0,Petrol,Manual,First,22.54
582,5,1197.0,81.83,18.6,Hyundai,2016,42362.0,Petrol,Manual,First,39.61
583,5,1995.0,184.0,17.05,BMW,2016,21000.0,Diesel,Automatic,First,212.52
584,5,1995.0,177.0,15.06,BMW,2012,15200.0,Diesel,Automatic,First,86.94
585,7,2982.0,168.5,12.55,Toyota,2015,43690.0,Diesel,Automatic,First,110.19
586,7,3163.75,233.575,11.33,Audi,2014,79926.0,Diesel,Automatic,First,191.72
587,7,1248.0,88.76,20.77,Maruti,2013,53073.0,Diesel,Manual,First,38.32
588,5,1197.0,80.0,18.5,Hyundai,2015,59000.0,Petrol,Manual,First,37.03
589,5,3163.75,233.575,10.13,Mercedes-Benz,2006,47088.0,Petrol,Automatic,Second,122.36
590,5,1461.0,83.8,20.45,Renault,2014,55000.0,Diesel,Manual,First,30.59
591,7,1493.0,100.0,17.21,Mahindra,2013,80430.0,Diesel,Manual,Second,21.25
592,7,2982.0,168.5,12.55,Toyota,2013,71932.0,Diesel,Automatic,First,106.26
593,7,2993.0,233.575,15.97,BMW,2014,19000.0,Diesel,Automatic,First,283.36
594,5,1248.0,73.9,19.3,Maruti,2011,81759.0,Diesel,Manual,First,28.27
595,5,1248.0,74.0,25.2,Maruti,2018,52010.0,Diesel,Manual,First,39.93
596,5,1984.0,177.01,13.53,Audi,2016,58953.0,Petrol,Automatic,First,155.98
597,6,2835.0,107.2,10.5,Mitsubishi,2008,93000.0,Diesel,Manual,Third,35.1
598,5,2179.0,187.7,16.36,Jaguar,2016,10000.0,Diesel,Automatic,First,283.36
599,7,2755.0,171.5,11.36,Toyota,2019,40674.0,Diesel,Automatic,First,159.84
600,5,1968.0,141.0,19.3,Skoda,2015,50000.0,Diesel,Automatic,First,75.28
601,5,1798.0,138.03,14.28,Toyota,2018,1331.0,Petrol,Automatic,First,128.8
602,8,796.0,35.0,19.7,Maruti,2010,60000.0,Petrol,Manual,First,9.34
603,5,2143.0,170.0,17.9,Mercedes-Benz,2018,10003.0,Diesel,Automatic,First,312.34
